"label","new_genomes/Aameric_YS121.v1.cds.fasta","new_genomes/Abit_YS124.v1.cds.fasta","new_genomes/Cang_YS89.v1.cds.fasta","new_genomes/Ccajan.v1.cds.fasta","new_genomes/Ccin_YS129.v1.cds.fasta","new_genomes/Cens_YS85.v1.cds.fasta","new_genomes/Cmolle_YS235.v1.cds.fasta","new_genomes/Cmuc_YS125.v1.cds.fasta","new_genomes/Cros_YS43.v1.cds.fasta","new_genomes/Ctet_YS88.v1.cds.fasta","new_genomes/Duni_YS76.v1.cds.fasta","new_genomes/Eind_YS44.hap1.v1.cds.fasta","new_genomes/GmaxWm82ISU_01_724_v2.1.cds_primaryTranscriptOnly.fa","new_genomes/Gstr_YS140.v1.cds.fasta","new_genomes/HpodTM013.v1.cds.fasta","new_genomes/Isuf_YS112.v1.cds.fasta","new_genomes/Itin_YS146.v1.cds.fasta","new_genomes/Lcun_YS151.v1.cds.fasta","new_genomes/Lpur_YS149.v1.cds.fasta","new_genomes/Matro_YS75.v1.cds.fasta","new_genomes/Maxil_YS73.v1.cds.fasta","new_genomes/Mlat_YS84.v1.cds.fasta","new_genomes/Mpru_YS155.v1.cds.fasta","new_genomes/Msam_YS158.v1.cds.fasta","new_genomes/Pero_YS156.v1.cds.fasta","new_genomes/Plobssplob_YS90.hap1.v1.cds.fasta","new_genomes/Plun_YS103.v1.cds.fasta","new_genomes/Pmon_YS87.hap1.v1.cds.fasta","new_genomes/Pmonvarlob_YS172.hap1.v1.cds.fasta","new_genomes/Ptet_YS159.v1.cds.fasta","new_genomes/Rmin_YS79.v1.cds.fasta","new_genomes/Shelov_YS99.v1.cds.fasta","new_genomes/Smacrob_YS261.v1.cds.fasta","new_genomes/Tlab_YS204.v1.cds.fasta","new_genomes/Tunci_YS212.v1.cds.fasta","new_genomes/Vvexilla_YS115.hap1.v1.cds.fasta","Pvul218cds.fa","TAIR10cds.fa","Vung469cds.fa"
"Pero_YS156.v1.contig_900_pilon.g393380.t1","1.119","0.357","0.794","0.780","0.671","1.763","1.753","2.055","0.540","0.781","0.811","0.492","2.090","2.069","2.105","0.795","0.784","2.086","0.485","0.551","0.598","0.542","0.789","0.472","","1.462","0.485","2.386","0.541","0.472","2.071","0.437","0.789","2.378","1.822","0.433","0.456","2.479","0.437"
"Pero_YS156.v1.contig_900_pilon.g393490.t1","1.132","0.370","0.807","0.793","0.685","1.777","1.767","2.068","0.554","0.794","0.825","0.505","2.103","2.082","2.118","0.808","0.798","2.099","0.499","0.564","0.612","0.555","0.803","0.485","","1.475","0.499","2.399","0.554","0.485","2.084","0.451","0.803","2.391","1.836","0.447","0.470","2.493","0.450"
"Pero_YS156.v1.contig_900_pilon.g393500.t1","1.101","0.340","0.776","0.763","0.654","1.746","1.736","2.037","0.523","0.764","0.794","0.474","2.073","2.051","2.087","0.778","0.767","2.068","0.468","0.533","0.581","0.525","0.772","0.454","","1.444","0.468","2.369","0.524","0.454","2.054","0.420","0.772","2.361","1.805","0.416","0.439","2.462","0.419"
"Abit_YS124.v1.contig_602_pilon.g175750.t1","1.182","","0.857","0.843","0.735","1.827","1.817","2.118","0.604","0.844","0.875","0.555","2.153","2.132","2.168","0.858","0.848","2.149","0.549","0.614","0.662","0.605","0.853","0.535","0.340","1.525","0.549","2.449","0.604","0.535","2.134","0.501","0.853","2.441","1.885","0.497","0.520","2.543","0.500"
"Ptet_YS159.v1.contig_236_pilon.g029310.t1","1.201","0.535","0.876","0.863","0.754","1.846","1.836","2.137","0.623","0.864","0.894","0.574","2.173","2.151","2.187","0.878","0.867","2.168","0.612","0.678","0.681","0.669","0.872","0.000","0.454","1.544","0.612","2.469","0.668","","2.154","0.564","0.872","2.461","1.905","0.560","0.583","2.562","0.564"
"Msam_YS158.v1.contig_905.g210020.t1","1.201","0.535","0.876","0.863","0.754","1.846","1.836","2.137","0.623","0.864","0.894","0.574","2.173","2.151","2.187","0.878","0.867","2.168","0.612","0.678","0.681","0.669","0.872","","0.454","1.544","0.612","2.469","0.668","0.000","2.154","0.564","0.872","2.461","1.905","0.560","0.583","2.562","0.564"
"Eind_YS44.hap1.v1.h1tg000014l.g168480.t1","1.137","0.605","0.812","0.798","0.734","1.781","1.771","2.072","0.010","0.799","0.829","","2.108","2.087","2.123","0.813","0.802","2.104","0.682","0.689","0.661","0.717","0.807","0.614","0.524","1.480","0.681","2.404","0.689","0.612","2.089","0.634","0.807","2.396","1.840","0.630","0.653","2.497","0.633"
"Cros_YS43.v1.contig_638_pilon.g234640.t1","1.135","0.604","0.810","0.797","0.732","1.780","1.770","2.071","","0.798","0.828","0.010","2.106","2.085","2.121","0.812","0.801","2.102","0.681","0.688","0.659","0.716","0.806","0.613","0.523","1.478","0.680","2.403","0.688","0.611","2.087","0.633","0.806","2.394","1.839","0.628","0.652","2.496","0.632"
"Eind_YS44.hap1.v1.h1tg000014l.g168750.t1","1.167","0.635","0.842","0.828","0.764","1.811","1.801","2.102","0.100","0.829","0.859","","2.138","2.117","2.153","0.843","0.832","2.134","0.712","0.719","0.691","0.747","0.837","0.644","0.554","1.510","0.711","2.434","0.719","0.642","2.119","0.664","0.837","2.426","1.870","0.660","0.683","2.527","0.663"
"Eind_YS44.hap1.v1.h1tg000014l.g168600.t1","1.144","0.613","0.819","0.806","0.741","1.789","1.779","2.080","0.103","0.806","0.837","","2.115","2.094","2.130","0.820","0.810","2.111","0.690","0.697","0.668","0.725","0.815","0.622","0.532","1.487","0.689","2.411","0.697","0.620","2.096","0.642","0.815","2.403","1.848","0.637","0.661","2.505","0.641"
"Eind_YS44.hap1.v1.h1tg000014l.g168690.t1","1.087","0.555","0.762","0.748","0.684","1.731","1.721","2.023","0.149","0.749","0.780","","2.058","2.037","2.073","0.763","0.752","2.054","0.632","0.639","0.611","0.667","0.757","0.564","0.474","1.430","0.631","2.354","0.639","0.562","2.039","0.584","0.757","2.346","1.790","0.580","0.603","2.447","0.584"
"Eind_YS44.hap1.v1.h1tg000014l.g168740.t1","1.092","0.560","0.767","0.753","0.689","1.736","1.726","2.028","0.284","0.754","0.785","","2.063","2.042","2.078","0.768","0.757","2.059","0.637","0.644","0.616","0.672","0.762","0.569","0.480","1.435","0.636","2.359","0.644","0.567","2.044","0.589","0.762","2.351","1.795","0.585","0.608","2.452","0.589"
"Ptet_YS159.v1.contig_236_pilon.g028570.t1","1.142","0.282","0.817","0.804","0.833","1.787","1.777","2.078","0.657","0.805","0.835","0.609","2.114","2.093","2.129","0.819","0.808","2.110","0.781","0.788","0.760","0.816","0.813","0.000","0.003","1.486","0.780","2.410","0.788","","2.095","0.733","0.813","2.402","1.846","0.729","0.752","2.503","0.732"
"Msam_YS158.v1.contig_905.g209280.t1","1.142","0.282","0.817","0.804","0.833","1.787","1.777","2.078","0.657","0.805","0.835","0.609","2.114","2.093","2.129","0.819","0.808","2.110","0.781","0.788","0.760","0.816","0.813","","0.003","1.486","0.780","2.410","0.788","0.000","2.095","0.733","0.813","2.402","1.846","0.729","0.752","2.503","0.732"
"Pero_YS156.v1.contig_3281_pilon.g241770.t1","1.145","0.284","0.820","0.807","0.836","1.790","1.780","2.081","0.660","0.808","0.838","0.612","2.117","2.095","2.131","0.822","0.811","2.112","0.784","0.791","0.762","0.819","0.816","0.003","","1.488","0.783","2.413","0.791","0.003","2.098","0.736","0.816","2.405","1.849","0.732","0.755","2.506","0.735"
"Abit_YS124.v1.contig_892_pilon.g252470.t1","1.127","","0.802","0.788","0.817","1.771","1.761","2.062","0.641","0.789","0.819","0.593","2.098","2.077","2.113","0.803","0.792","2.094","0.765","0.772","0.744","0.800","0.797","0.282","0.284","1.470","0.764","2.394","0.772","0.282","2.079","0.717","0.797","2.386","1.830","0.713","0.736","2.487","0.717"
"Pero_YS156.v1.contig_3281_pilon.g241750.t1","1.097","0.300","0.772","0.758","0.787","1.742","1.732","2.033","0.612","0.759","0.790","0.563","2.068","2.047","2.083","0.773","0.763","2.064","0.736","0.743","0.714","0.771","0.768","0.003","","1.440","0.735","2.364","0.743","0.005","2.049","0.688","0.768","2.356","1.800","0.683","0.707","2.458","0.687"
"Msam_YS158.v1.contig_905.g209300.t1","1.098","0.301","0.773","0.759","0.788","1.743","1.732","2.034","0.613","0.760","0.791","0.564","2.069","2.048","2.084","0.774","0.763","2.065","0.737","0.744","0.715","0.772","0.769","","0.003","1.441","0.735","2.365","0.744","0.005","2.050","0.689","0.769","2.357","1.801","0.684","0.708","2.459","0.688"
"Ptet_YS159.v1.contig_236_pilon.g028590.t1","1.096","0.299","0.771","0.758","0.786","1.741","1.731","2.032","0.611","0.758","0.789","0.562","2.067","2.046","2.082","0.773","0.762","2.063","0.735","0.742","0.713","0.770","0.767","0.005","0.005","1.439","0.734","2.363","0.742","","2.048","0.687","0.767","2.355","1.800","0.683","0.706","2.457","0.686"
"Plun_YS103.v1.contig_1191_pilon.g039630.t1","1.314","0.593","0.587","0.822","0.738","1.958","1.948","2.250","0.973","0.823","0.659","0.925","2.285","2.264","2.300","0.837","0.826","2.281","0.006","0.388","0.493","0.383","0.664","0.537","0.935","1.657","","2.581","0.388","0.537","2.266","0.713","0.521","2.573","2.017","0.363","0.443","2.674","0.415"
"Lpur_YS149.v1.contig_10_pilon.g001110.t1","1.314","0.593","0.587","0.822","0.738","1.958","1.948","2.250","0.973","0.823","0.659","0.925","2.285","2.264","2.300","0.837","0.826","2.281","","0.388","0.493","0.383","0.664","0.537","0.935","1.657","0.006","2.581","0.388","0.537","2.266","0.713","0.521","2.573","2.017","0.363","0.443","2.674","0.415"
"Lpur_YS149.v1.contig_463_pilon.g174260.t1","1.320","0.599","0.593","0.828","0.744","1.964","1.954","2.256","0.979","0.829","0.665","0.931","2.291","2.270","2.306","0.843","0.832","2.287","","0.394","0.499","0.389","0.670","0.543","0.941","1.663","0.293","2.587","0.394","0.543","2.272","0.719","0.527","2.579","2.023","0.369","0.449","2.680","0.421"
"Lpur_YS149.v1.contig_463_pilon.g174270.t1","1.310","0.590","0.584","0.819","0.735","1.955","1.945","2.246","0.970","0.820","0.655","0.921","2.282","2.261","2.297","0.834","0.823","2.278","","0.385","0.490","0.380","0.661","0.534","0.932","1.654","0.288","2.578","0.385","0.534","2.263","0.710","0.518","2.570","2.014","0.360","0.440","2.671","0.412"
"Plun_YS103.v1.contig_1191_pilon.g039600.t1","1.246","0.526","0.520","0.754","0.671","1.891","1.880","2.182","0.905","0.755","0.591","0.857","2.217","2.196","2.232","0.769","0.758","2.213","0.001","0.320","0.425","0.315","0.596","0.469","0.867","1.589","","2.513","0.320","0.469","2.198","0.645","0.453","2.505","1.949","0.295","0.375","2.607","0.347"
"Lpur_YS149.v1.contig_10_pilon.g001070.t1","1.245","0.525","0.519","0.753","0.670","1.890","1.880","2.181","0.905","0.754","0.590","0.856","2.216","2.195","2.231","0.768","0.757","2.212","","0.319","0.424","0.314","0.595","0.468","0.866","1.588","0.001","2.512","0.319","0.468","2.197","0.644","0.453","2.504","1.949","0.294","0.374","2.606","0.346"
"Vvexilla_YS115.hap1.v1.h1tg000008l.g147380.t1","1.283","0.563","0.557","0.791","0.708","1.928","1.918","2.219","0.943","0.792","0.628","0.894","2.254","2.233","2.269","0.806","0.796","2.250","0.294","0.357","0.462","0.353","0.633","0.506","0.904","1.626","0.295","2.551","0.357","0.506","2.235","0.682","0.491","2.542","1.987","","0.412","2.644","0.385"
"Vvexilla_YS115.hap1.v1.h1tg000008l.g147440.t1","1.294","0.573","0.567","0.802","0.718","1.938","1.928","2.230","0.953","0.803","0.639","0.905","2.265","2.244","2.280","0.817","0.806","2.261","0.334","0.320","0.473","0.315","0.644","0.517","0.915","1.637","0.335","2.561","0.320","0.517","2.246","0.693","0.501","2.553","1.997","","0.423","2.654","0.187"
"Vigun04g138800","1.306","0.586","0.580","0.814","0.731","1.951","1.941","2.242","0.966","0.815","0.651","0.917","2.277","2.256","2.292","0.829","0.818","2.273","0.346","0.333","0.485","0.328","0.656","0.529","0.927","1.649","0.347","2.573","0.333","0.529","2.258","0.705","0.514","2.565","2.010","0.187","0.435","2.667",""
"Vvexilla_YS115.hap1.v1.h1tg000008l.g147370.t1","1.270","0.550","0.544","0.779","0.695","1.915","1.905","2.206","0.930","0.780","0.615","0.881","2.242","2.221","2.257","0.794","0.783","2.237","0.311","0.297","0.450","0.292","0.621","0.494","0.892","1.614","0.312","2.538","0.297","0.494","2.223","0.670","0.478","2.530","1.974","","0.400","2.631","0.252"
"Pmonvarlob_YS172.hap1.v1.h1tg000008l.g176160.t1","1.279","0.559","0.553","0.787","0.704","1.924","1.914","2.215","0.938","0.788","0.624","0.890","2.250","2.229","2.265","0.802","0.791","2.246","0.319","0.000","0.458","0.064","0.629","0.502","0.900","1.622","0.320","2.546","","0.502","2.231","0.678","0.486","2.538","1.982","0.297","0.408","2.640","0.333"
"Matro_YS75.v1.contig_63_pilon.g251000.t1","1.279","0.559","0.553","0.787","0.704","1.924","1.914","2.215","0.938","0.788","0.624","0.890","2.250","2.229","2.265","0.802","0.791","2.246","0.319","","0.458","0.064","0.629","0.502","0.900","1.622","0.320","2.546","0.000","0.502","2.231","0.678","0.486","2.538","1.982","0.297","0.408","2.640","0.333"
"Mlat_YS84.v1.contig_348_pilon.g215010.t1","1.274","0.554","0.548","0.782","0.699","1.919","1.909","2.210","0.934","0.783","0.619","0.885","2.245","2.224","2.260","0.797","0.787","2.241","0.314","0.064","0.453","","0.624","0.497","0.895","1.617","0.315","2.541","0.064","0.497","2.226","0.673","0.482","2.533","1.978","0.292","0.403","2.635","0.328"
"Pmonvarlob_YS172.hap1.v1.h1tg000008l.g178910.t1","1.396","0.676","0.669","0.904","0.820","2.041","2.030","2.332","1.055","0.905","0.741","1.007","2.367","2.346","2.382","0.919","0.908","2.363","0.496","0.001","0.575","0.187","0.746","0.619","1.017","1.739","0.496","2.663","","0.619","2.348","0.795","0.603","2.655","2.099","0.521","0.457","2.756","0.557"
"Matro_YS75.v1.contig_63_pilon.g253730.t1","1.395","0.674","0.668","0.903","0.819","2.040","2.029","2.331","1.054","0.904","0.740","1.006","2.366","2.345","2.381","0.918","0.907","2.362","0.495","","0.574","0.186","0.745","0.618","1.016","1.738","0.495","2.662","0.001","0.618","2.347","0.794","0.602","2.654","2.098","0.520","0.456","2.755","0.556"
"Pmonvarlob_YS172.hap1.v1.h1tg000008l.g178810.t1","1.387","0.667","0.661","0.896","0.812","2.032","2.022","2.323","1.047","0.897","0.732","0.998","2.359","2.337","2.373","0.911","0.900","2.354","0.487","0.170","0.567","0.179","0.738","0.610","1.009","1.731","0.488","2.655","","0.610","2.340","0.787","0.595","2.647","2.091","0.512","0.449","2.748","0.548"
"Mlat_YS84.v1.contig_226_pilon.g083270.t1","1.359","0.639","0.633","0.867","0.784","2.004","1.994","2.295","1.019","0.868","0.704","0.970","2.330","2.309","2.345","0.882","0.872","2.326","0.459","0.186","0.538","","0.709","0.582","0.980","1.702","0.460","2.627","0.179","0.582","2.311","0.759","0.567","2.618","2.063","0.484","0.421","2.720","0.520"
"Mlat_YS84.v1.contig_226_pilon.g083240.t1","1.376","0.656","0.650","0.885","0.801","2.021","2.011","2.312","1.036","0.886","0.721","0.987","2.348","2.327","2.363","0.900","0.889","2.344","0.476","0.269","0.556","","0.727","0.600","0.998","1.720","0.477","2.644","0.261","0.600","2.329","0.776","0.584","2.636","2.080","0.502","0.438","2.737","0.537"
"Phvul.004G099900","1.275","0.554","0.548","0.783","0.699","1.919","1.909","2.210","0.934","0.784","0.620","0.885","2.246","2.225","2.261","0.798","0.787","2.242","0.374","0.408","0.454","0.403","0.625","0.498","0.896","1.618","0.375","2.542","0.408","0.498","2.227","0.674","0.482","2.534","1.978","0.400","","2.635","0.435"
"Plun_YS103.v1.contig_1191_pilon.g039660.t1","1.292","0.572","0.566","0.800","0.717","1.937","1.927","2.228","0.952","0.801","0.637","0.903","2.263","2.242","2.278","0.815","0.805","2.259","0.420","0.454","0.471","0.449","0.642","0.515","0.913","1.635","","2.560","0.454","0.515","2.244","0.692","0.500","2.551","1.996","0.445","0.347","2.653","0.481"
"Phvul.004G100000","1.347","0.627","0.621","0.856","0.772","1.992","1.982","2.283","1.007","0.856","0.692","0.958","2.319","2.297","2.333","0.870","0.860","2.314","0.475","0.509","0.527","0.504","0.698","0.570","0.968","1.690","0.347","2.615","0.509","0.570","2.300","0.747","0.555","2.607","2.051","0.500","","2.708","0.536"
"Maxil_YS73.v1.contig_103_pilon.g000160.t1","1.235","0.514","0.508","0.743","0.659","1.879","1.869","2.171","0.894","0.744","0.580","0.846","2.206","2.185","2.221","0.758","0.747","2.202","0.427","0.461","","0.456","0.585","0.458","0.856","1.578","0.428","2.502","0.461","0.458","2.187","0.634","0.442","2.494","1.938","0.452","0.456","2.595","0.488"
"Maxil_YS73.v1.contig_103_pilon.g000260.t1","1.275","0.554","0.548","0.783","0.699","1.919","1.909","2.211","0.934","0.784","0.620","0.886","2.246","2.225","2.261","0.798","0.787","2.242","0.467","0.501","","0.496","0.625","0.498","0.896","1.618","0.468","2.542","0.501","0.498","2.227","0.674","0.482","2.534","1.978","0.492","0.496","2.635","0.528"
"Maxil_YS73.v1.contig_103_pilon.g000220.t1","1.232","0.512","0.506","0.741","0.657","1.877","1.867","2.168","0.892","0.742","0.577","0.843","2.204","2.183","2.219","0.756","0.745","2.200","0.425","0.458","","0.454","0.583","0.456","0.854","1.576","0.425","2.500","0.458","0.456","2.185","0.632","0.440","2.492","1.936","0.450","0.454","2.593","0.486"
"Maxil_YS73.v1.contig_103_pilon.g000270.t1","1.247","0.527","0.521","0.756","0.672","1.892","1.882","2.183","0.907","0.757","0.592","0.858","2.219","2.198","2.234","0.771","0.760","2.214","0.440","0.473","","0.469","0.598","0.471","0.869","1.591","0.440","2.515","0.473","0.471","2.200","0.647","0.455","2.507","1.951","0.465","0.469","2.608","0.501"
"Maxil_YS73.v1.contig_103_pilon.g000200.t1","1.232","0.512","0.506","0.740","0.657","1.877","1.867","2.168","0.892","0.741","0.577","0.843","2.203","2.182","2.218","0.755","0.745","2.199","0.424","0.458","","0.453","0.582","0.455","0.853","1.575","0.425","2.500","0.458","0.455","2.184","0.632","0.440","2.491","1.936","0.450","0.454","2.593","0.485"
"Ptet_YS159.v1.contig_236_pilon.g029390.t1","1.191","0.471","0.465","0.699","0.616","1.836","1.826","2.127","0.850","0.700","0.536","0.802","2.162","2.141","2.177","0.714","0.703","2.158","0.468","0.502","0.455","0.497","0.541","0.000","0.812","1.534","0.469","2.458","0.502","","2.143","0.590","0.398","2.450","1.894","0.494","0.498","2.552","0.529"
"Msam_YS158.v1.contig_905.g210130.t1","1.191","0.471","0.465","0.699","0.616","1.836","1.826","2.127","0.850","0.700","0.536","0.802","2.162","2.141","2.177","0.714","0.703","2.158","0.468","0.502","0.455","0.497","0.541","","0.812","1.534","0.469","2.458","0.502","0.000","2.143","0.590","0.398","2.450","1.894","0.494","0.498","2.552","0.529"
"Smacrob_YS261.v1.contig_5878_pilon.g248880.t1","1.146","0.426","0.420","0.655","0.571","1.791","1.781","2.082","0.806","0.656","0.491","0.757","2.118","2.097","2.133","0.670","0.659","2.114","0.453","0.486","0.440","0.482","0.497","0.398","0.768","1.490","0.453","2.414","0.486","0.398","2.099","0.546","","2.406","1.850","0.478","0.482","2.507","0.514"
"Smacrob_YS261.v1.contig_335_pilon.g108120.t1","1.170","0.450","0.444","0.679","0.595","1.815","1.805","2.106","0.830","0.680","0.515","0.781","2.142","2.121","2.157","0.694","0.683","2.138","0.477","0.510","0.464","0.506","0.521","0.422","0.792","1.514","0.477","2.438","0.510","0.422","2.123","0.570","","2.430","1.874","0.502","0.506","2.531","0.538"
"Smacrob_YS261.v1.contig_5878_pilon.g248890.t1","1.277","0.557","0.550","0.785","0.701","1.922","1.911","2.213","0.936","0.786","0.622","0.888","2.248","2.227","2.263","0.800","0.789","2.244","0.583","0.617","0.570","0.612","0.627","0.529","0.898","1.620","0.584","2.544","0.617","0.529","2.229","0.676","","2.536","1.980","0.608","0.612","2.637","0.644"
"Smacrob_YS261.v1.contig_6632_pilon.g254980.t1","1.301","0.581","0.575","0.809","0.726","1.946","1.936","2.237","0.960","0.810","0.646","0.912","2.272","2.251","2.287","0.824","0.813","2.268","0.607","0.641","0.594","0.636","0.651","0.553","0.922","1.644","0.608","2.568","0.641","0.553","2.253","0.700","","2.560","2.005","0.632","0.637","2.662","0.668"
"Cang_YS89.v1.contig_1855_pilon.g162690.t1","1.167","0.405","","0.675","0.592","1.812","1.802","2.103","0.826","0.676","0.512","0.778","2.138","2.117","2.153","0.690","0.679","2.134","0.535","0.569","0.522","0.564","0.517","0.435","0.788","1.510","0.536","2.434","0.569","0.426","2.119","0.566","0.436","2.426","1.870","0.560","0.564","2.528","0.596"
"Cang_YS89.v1.contig_1855_pilon.g162670.t1","1.193","0.432","","0.702","0.618","1.838","1.828","2.129","0.853","0.703","0.538","0.804","2.165","2.143","2.179","0.717","0.706","2.160","0.561","0.595","0.548","0.590","0.544","0.461","0.815","1.537","0.562","2.461","0.595","0.452","2.146","0.593","0.463","2.453","1.897","0.587","0.591","2.554","0.622"
"Cang_YS89.v1.contig_1855_pilon.g162710.t1","1.175","0.413","","0.683","0.599","1.819","1.809","2.110","0.834","0.684","0.520","0.785","2.146","2.125","2.161","0.698","0.687","2.142","0.542","0.576","0.530","0.571","0.525","0.442","0.796","1.518","0.543","2.442","0.576","0.433","2.127","0.574","0.444","2.434","1.878","0.568","0.572","2.535","0.603"
"Cang_YS89.v1.contig_1855_pilon.g162820.t1","1.167","0.406","","0.676","0.592","1.812","1.802","2.103","0.827","0.677","0.512","0.778","2.139","2.118","2.154","0.691","0.680","2.135","0.535","0.569","0.522","0.564","0.518","0.435","0.789","1.511","0.536","2.435","0.569","0.426","2.120","0.567","0.437","2.427","1.871","0.561","0.565","2.528","0.596"
"Cang_YS89.v1.contig_1855_pilon.g162660.t1","1.151","0.389","","0.659","0.575","1.796","1.785","2.087","0.810","0.660","0.496","0.762","2.122","2.101","2.137","0.674","0.663","2.118","0.519","0.553","0.506","0.548","0.501","0.419","0.772","1.494","0.520","2.418","0.553","0.410","2.103","0.550","0.420","2.410","1.854","0.544","0.548","2.511","0.580"
"Ptet_YS159.v1.contig_236_pilon.g029530.t1","1.214","0.452","0.410","0.722","0.639","1.859","1.848","2.150","0.873","0.723","0.559","0.825","2.185","2.164","2.200","0.737","0.726","2.181","0.582","0.616","0.569","0.611","0.564","0.021","0.835","1.557","0.583","2.481","0.616","","2.166","0.613","0.483","2.473","1.917","0.607","0.611","2.575","0.643"
"Msam_YS158.v1.contig_905.g210250.t1","1.223","0.461","0.419","0.731","0.648","1.868","1.857","2.159","0.882","0.732","0.568","0.834","2.194","2.173","2.209","0.746","0.735","2.190","0.591","0.625","0.578","0.620","0.573","","0.844","1.566","0.592","2.490","0.625","0.021","2.175","0.622","0.492","2.482","1.926","0.616","0.620","2.583","0.652"
"Abit_YS124.v1.contig_602_pilon.g175530.t1","1.157","","0.389","0.665","0.582","1.802","1.791","2.093","0.816","0.666","0.502","0.768","2.128","2.107","2.143","0.680","0.669","2.124","0.525","0.559","0.512","0.554","0.507","0.461","0.778","1.500","0.526","2.424","0.559","0.452","2.109","0.556","0.426","2.416","1.860","0.550","0.554","2.517","0.586"
"Ptet_YS159.v1.contig_231_pilon.g025640.t1","1.348","0.674","0.668","0.856","0.772","1.992","1.982","2.284","1.007","0.857","0.649","0.959","2.319","2.298","2.334","0.871","0.860","2.315","0.672","0.796","0.720","0.710","0.698","0.003","0.969","1.691","0.677","2.615","0.796","","2.300","0.683","0.663","2.607","2.051","0.693","0.702","2.708","0.823"
